slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
1189,1188,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=4;0@4=2;0@5=1;0@6=1;0@9=1;1@0=4;1@1=2;1@4=1;1@6=1;1@9=1;1@3=2;1@7=1;1@8=2;2@1=1;2@2=2;2@4=3;2@5=3;3@0=3;3@1=1;3@2=1;3@4=1;3@9=1;3@7=1;4@1=1;4@2=2;4@4=1;4@5=2;4@6=1;4@3=1;4@7=1;4@8=1;5@1=1;5@4=1;5@3=1;6@0=2;6@1=2;6@2=1;6@6=1;7@0=1;7@1=2;7@2=1;7@4=1;7@5=1;7@9=1;7@3=1;7@8=1;8@0=1;8@1=1;8@2=2;8@4=2;8@5=1;8@6=1;8@9=1;8@8=1;9@0=1;9@1=3;9@2=3;9@4=1;9@5=1;9@9=1;9@3=1;9@7=1;9@8=3,"0,1,2,4,5,6,9,3,7,8",95,65,0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1190,1189,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=2;0@2=1;0@4=2;0@5=1;1@0=1;1@1=1;1@4=1;1@5=2;1@3=1;1@8=1;2@2=2;2@5=1;2@8=1;2@6=1;2@7=2;2@9=1;3@2=2;3@5=2;3@8=2;3@6=1;3@9=1;4@0=1;4@2=2;4@4=3;4@5=1;4@8=1;5@4=1;6@4=1;6@6=2;7@1=1;7@2=1;7@4=1;7@6=1;7@7=1;7@9=1;8@1=2;8@2=1;8@4=1;8@6=1;8@7=1;9@0=2;9@2=4;9@4=1;9@5=2;9@3=1;9@8=1;9@6=1;9@7=1,"0,1,2,4,5,3,8,6,7,9",67,49,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1191,1190,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=5;0@3=2;0@4=4;0@5=1;0@6=1;1@2=3;1@3=1;1@5=1;1@6=1;1@1=2;1@7=1;2@2=5;2@3=1;2@4=3;2@5=2;2@1=2;2@7=3;2@8=1;2@9=3;3@0=1;3@2=1;3@3=2;3@4=1;3@5=1;3@1=1;3@7=1;4@0=1;4@2=1;4@3=1;4@4=4;5@5=1;6@1=1;6@8=1;7@2=3;7@6=1;7@1=1;7@8=1;8@2=4;8@3=1;8@4=2;8@5=1;8@7=1;8@8=1;8@9=1;9@0=1;9@2=2;9@4=2;9@5=1;9@7=1;9@9=2,"0,2,3,4,5,6,1,7,8,9",87,51,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1192,1191,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@7=1;1@7=2;1@2=2;1@4=1;1@5=1;2@2=1;2@4=1;2@3=1;2@8=1;3@2=1;3@4=1;3@8=1;3@0=1;3@9=1;4@1=1;4@7=1;4@4=3;4@3=1;4@8=1;4@6=1;5@4=1;5@5=1;5@6=1;6@7=1;6@2=2;6@8=2;6@6=2;7@1=1;7@2=1;7@3=1;8@2=2;8@4=1;8@8=1;9@1=1;9@7=1;9@2=2;9@4=1;9@5=1;9@3=3;9@0=1;9@9=1;9@6=2,"1,7,2,4,5,3,8,0,9,6",55,43,0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1193,1192,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@3=1;0@4=4;0@5=3;0@7=1;0@8=1;1@1=2;1@4=1;1@8=2;1@0=1;1@9=1;3@1=1;3@4=3;3@7=1;4@3=3;4@7=2;4@9=1;4@2=1;4@6=2;5@4=1;5@5=1;5@8=1;5@0=1;5@2=1;6@4=2;6@5=1;7@1=1;7@9=1;8@3=1;8@4=1;8@7=1;8@0=1;8@2=2;9@1=6;9@3=1;9@4=1;9@7=1;9@0=1;9@2=1;9@6=2,"1,3,4,5,7,8,0,9,2,6",61,40,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1194,1193,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=4;0@2=4;0@3=2;0@4=5;0@8=1;1@0=1;1@1=3;1@2=2;1@3=2;1@4=2;1@5=3;1@6=2;1@9=3;2@0=2;2@1=1;2@2=2;2@3=1;2@4=2;2@6=1;2@9=1;2@7=2;3@1=1;3@2=2;3@8=1;3@5=2;3@9=1;4@0=1;4@2=1;4@3=1;4@4=2;4@5=2;4@9=2;5@1=1;5@5=1;6@2=2;6@5=1;6@9=1;7@2=3;7@3=1;7@4=1;7@9=1;8@1=1;8@3=1;8@4=2;8@8=1;8@9=1;9@0=1;9@1=3;9@2=5;9@4=6;9@5=1;9@6=1;9@7=1,"0,1,2,3,4,8,5,6,9,7",99,54,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1195,1194,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=2;0@4=1;0@8=1;1@4=3;1@1=4;1@5=1;1@6=2;2@2=2;2@4=4;2@8=3;2@1=2;2@5=2;2@3=3;2@7=1;3@2=3;3@6=2;3@7=1;3@9=2;4@4=3;4@8=1;4@1=1;4@3=1;4@9=1;5@1=4;5@5=1;6@4=1;6@8=3;6@1=1;6@6=1;6@3=1;7@8=1;7@1=3;7@6=2;7@9=1;8@0=1;8@2=2;8@4=1;8@1=3;8@5=2;8@6=3;8@3=2;8@7=2;8@9=1;9@0=2;9@2=3;9@4=4;9@1=2;9@5=3;9@6=1;9@7=2;9@9=1,"0,2,4,8,1,5,6,3,7,9",101,52,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1196,1195,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=2;0@2=1;0@3=1;0@4=1;0@8=1;0@9=1;1@1=2;1@2=1;1@8=1;1@5=1;1@7=1;2@0=1;2@1=2;2@2=1;2@3=1;2@4=4;2@8=3;2@5=2;2@6=1;3@1=1;3@3=1;3@7=1;4@0=1;4@2=1;4@8=1;4@9=1;4@7=1;4@6=1;5@1=1;5@4=1;5@8=1;6@0=1;6@6=1;7@0=1;7@3=2;7@4=3;7@8=1;7@7=1;8@0=3;8@1=1;8@2=2;8@4=1;9@0=2;9@1=1;9@2=2;9@3=2;9@4=2;9@8=1;9@5=2;9@7=1,"0,1,2,3,4,8,9,5,7,6",71,51,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1197,1196,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=2;0@4=2;0@5=1;0@7=1;1@1=2;1@5=1;2@1=2;2@2=1;2@4=6;2@5=1;2@7=1;2@6=2;2@8=2;2@9=2;3@2=2;3@4=1;3@7=1;3@3=2;4@2=1;4@4=2;4@9=1;4@3=1;5@1=1;6@2=1;6@4=2;6@3=1;7@1=3;7@2=1;7@4=1;7@5=1;7@8=1;8@1=1;8@4=1;8@9=1;9@1=2;9@2=3;9@5=1;9@6=1;9@3=1,"1,2,4,5,7,6,8,9,3",61,40,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1198,1197,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@3=1;0@4=1;0@5=1;0@6=1;0@7=1;1@0=1;1@1=3;1@3=1;1@4=1;1@7=2;1@2=2;2@4=2;2@5=1;2@7=2;2@2=3;2@9=1;3@1=2;3@9=1;3@8=1;4@1=1;4@3=1;4@2=1;5@0=1;5@4=1;5@7=1;5@2=3;6@2=1;7@1=1;7@5=1;7@7=1;8@1=2;8@4=2;8@6=1;8@8=1;9@0=1;9@4=2;9@7=1;9@2=1;9@8=1,"0,1,3,4,5,6,7,2,9,8",55,41,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1199,1198,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@4=1;0@6=1;1@2=3;1@6=1;1@0=1;1@3=1;1@5=1;1@7=1;1@9=1;2@4=1;2@5=2;2@7=1;2@8=1;3@1=3;3@0=2;3@5=1;3@7=1;3@9=2;4@4=1;5@1=2;5@6=2;5@0=1;5@7=1;6@5=1;7@5=2;8@1=1;8@5=1;8@9=1;9@1=2;9@2=1;9@4=2;9@0=2;9@7=1;9@9=1,"1,2,4,6,0,3,5,7,9,8",49,36,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1200,1199,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@2=1;0@3=2;0@4=2;0@7=1;0@9=2;1@2=1;1@1=2;1@5=1;1@6=1;2@2=2;2@3=1;2@9=2;2@1=1;2@6=1;2@8=1;3@3=1;3@9=1;3@6=2;3@8=1;4@2=1;4@3=1;4@1=1;4@6=1;5@0=1;5@2=1;5@1=1;6@2=1;6@9=1;6@5=2;7@2=1;7@6=3;8@2=2;8@4=2;8@9=1;8@5=2;8@6=1;9@0=1;9@2=2;9@7=3;9@1=2;9@5=1;9@6=1,"0,2,3,4,7,9,1,5,6,8",61,43,0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1201,1200,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=3;0@1=2;0@2=1;0@4=1;0@5=2;0@6=1;0@9=2;1@0=2;1@2=2;1@4=1;1@5=1;1@6=1;1@7=1;2@0=1;2@1=3;2@2=1;2@4=2;2@9=1;2@7=1;2@3=1;3@0=1;3@2=3;3@4=3;3@6=1;3@7=2;3@3=1;4@0=1;4@1=1;4@2=2;4@4=3;4@5=2;4@7=2;4@3=1;4@8=3;5@9=2;6@0=1;6@1=1;6@2=1;6@6=1;6@7=2;6@8=1;7@0=1;7@1=2;7@2=1;7@9=2;7@3=2;7@8=2;8@0=1;8@4=1;8@6=1;8@9=1;8@7=1;8@3=1;9@0=3;9@1=1;9@2=6;9@6=2;9@9=2;9@7=1;9@8=1,"0,1,2,4,5,6,9,7,3,8",97,60,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1202,1201,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=2;0@2=3;0@3=1;0@6=2;0@7=2;1@1=1;1@2=1;1@3=2;1@6=1;1@7=1;1@4=1;1@5=1;1@8=1;2@1=2;2@2=2;2@3=2;2@5=2;2@8=2;2@0=1;2@9=3;3@2=4;3@3=1;3@4=4;3@5=1;3@8=1;3@0=1;4@1=2;4@2=4;4@3=1;4@7=1;4@4=4;4@9=1;5@4=1;5@0=2;6@3=1;6@6=1;6@7=2;6@4=2;6@0=1;6@9=1;7@2=1;7@6=1;7@7=1;7@4=1;7@8=1;7@9=1;8@1=1;8@2=5;8@3=3;8@6=1;8@7=1;8@8=1;8@0=3;8@9=3;9@1=1;9@3=1;9@4=3;9@5=2;9@8=2;9@0=1,"1,2,3,6,7,4,5,8,0,9",103,60,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1203,1202,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=1;0@4=1;0@6=1;0@8=1;1@2=2;1@4=3;1@8=2;1@1=2;1@5=1;1@7=2;2@2=3;2@4=1;2@8=2;2@1=2;2@7=1;2@3=1;2@9=2;3@2=1;3@6=1;3@1=2;3@5=1;4@0=2;4@4=3;4@6=1;4@7=1;5@4=2;6@2=3;6@4=1;6@6=2;6@1=1;6@5=1;7@2=3;7@4=4;7@8=1;7@1=1;7@5=1;8@2=2;8@4=2;8@6=1;8@1=1;8@9=1;9@2=1;9@4=4;9@6=1;9@8=1;9@5=2;9@3=3;9@9=2,"0,2,4,6,8,1,5,7,3,9",82,49,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1204,1203,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=3;0@2=2;0@4=2;0@9=1;1@2=2;1@4=1;1@6=1;1@7=1;1@8=1;2@1=1;2@2=1;2@6=1;2@3=1;3@2=2;3@4=1;3@6=1;3@7=1;3@8=1;3@3=1;4@1=1;4@2=2;4@4=2;4@3=1;4@5=2;5@2=1;5@8=1;6@0=1;6@1=1;6@2=2;6@4=1;6@3=1;7@4=1;7@6=3;7@3=1;8@1=1;8@2=2;8@4=3;8@6=1;9@0=1;9@1=2;9@2=4;9@4=1;9@9=1;9@7=1;9@8=2;9@3=2;9@5=2,"0,1,2,4,9,6,7,8,3,5",70,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1205,1204,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=2;0@4=2;0@5=1;0@8=1;1@4=1;1@5=1;1@1=2;1@6=1;1@9=1;2@2=1;2@4=3;2@5=1;2@9=1;2@7=1;3@2=1;3@4=1;3@5=2;3@9=1;4@4=4;4@1=1;4@3=2;5@2=2;5@6=1;6@4=1;6@3=1;7@4=1;7@1=1;7@7=3;8@2=1;8@4=2;8@1=2;8@6=1;8@9=2;9@2=3;9@8=1;9@7=2;9@3=2,"2,4,5,8,1,6,9,7,3",57,37,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1206,1205,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@3=1;0@4=1;0@7=1;0@8=1;1@2=1;1@4=3;1@7=1;1@0=1;1@6=1;2@1=1;2@2=2;2@3=1;2@4=1;2@7=1;2@0=2;2@6=2;2@5=2;3@2=3;3@3=1;3@4=2;4@1=2;4@2=4;4@4=1;4@0=2;4@6=1;4@9=1;5@1=1;5@2=2;5@4=2;5@6=1;6@2=1;6@0=1;7@1=1;7@2=2;7@4=1;7@5=1;7@9=1;8@2=1;8@4=1;8@7=1;8@9=1;9@1=3;9@4=1;9@6=3,"1,2,3,4,7,8,0,6,5,9",67,46,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1207,1206,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=2;0@3=2;0@4=3;1@2=1;1@4=1;1@1=1;1@9=1;2@0=1;2@3=1;2@6=1;2@8=2;3@0=2;3@2=1;3@1=1;3@7=1;4@0=3;4@2=2;4@4=2;4@1=1;4@8=1;4@7=1;4@5=1;5@0=1;6@1=1;7@6=1;8@0=1;8@4=2;8@6=1;9@4=2;9@1=2;9@8=1,"0,2,3,4,1,9,6,8,7,5",45,32,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1208,1207,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=1;0@3=2;0@4=1;0@5=2;0@6=2;0@7=1;0@9=1;1@2=1;1@5=1;1@7=1;2@1=1;2@2=2;2@4=2;2@5=1;2@6=1;2@8=1;3@2=3;3@3=2;3@4=4;4@0=1;4@2=2;4@4=2;4@6=2;4@7=1;5@1=1;5@3=1;5@4=1;5@6=1;5@9=1;5@8=2;6@0=1;6@4=2;6@6=1;6@7=1;7@0=1;7@3=1;7@4=1;7@5=1;7@6=1;7@7=1;7@8=1;8@0=1;8@1=1;8@2=1;8@3=1;8@4=3;8@6=1;8@9=2;8@8=1;9@0=4;9@1=1;9@2=1;9@3=1;9@4=3;9@5=1;9@6=2;9@7=2;9@9=1;9@8=1,"0,1,2,3,4,5,6,7,9,8",87,61,0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1209,1208,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@1=1;0@3=1;0@4=2;0@5=1;1@0=2;1@1=2;1@3=1;1@4=1;1@5=2;1@2=3;1@6=1;1@7=4;1@8=1;2@0=3;2@1=7;2@4=2;2@5=1;2@2=2;2@6=1;2@7=1;2@8=4;3@1=1;3@4=4;3@2=1;4@0=1;4@4=3;4@5=1;4@2=3;4@6=3;4@8=1;4@9=2;5@0=1;5@5=1;6@4=2;6@2=2;7@1=1;7@4=1;7@2=1;8@0=3;8@1=1;8@3=2;8@5=1;8@2=4;8@8=3;9@0=1;9@1=1;9@3=3;9@4=3;9@5=2;9@2=3;9@6=3;9@7=5;9@8=4;9@9=1,"0,1,3,4,5,2,6,7,8,9",114,55,0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1210,1209,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=2;0@5=1;0@6=1;0@7=3;0@8=1;0@9=1;1@2=1;1@6=1;1@7=1;1@9=1;1@0=1;2@1=2;2@2=2;2@7=1;2@9=1;2@0=1;2@4=1;3@1=2;3@2=2;3@5=1;3@6=1;3@9=1;3@4=1;4@1=2;4@5=1;4@6=1;4@7=2;4@8=2;4@3=1;5@1=5;5@2=1;5@4=1;6@6=1;6@7=1;6@4=1;7@2=1;7@9=1;7@3=2;8@1=2;8@2=1;8@6=2;8@8=1;8@0=1;9@1=4;9@2=6;9@5=3;9@6=1;9@7=1;9@8=2;9@9=1;9@4=4;9@3=1,"1,2,5,6,7,8,9,0,4,3",84,53,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1211,1210,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=1;0@3=1;0@4=1;0@6=2;1@2=1;1@4=5;1@5=1;1@7=1;1@9=3;2@2=3;2@3=1;2@4=4;2@5=1;2@7=1;3@0=1;3@2=2;3@7=1;3@9=2;3@1=1;4@0=1;4@2=1;4@6=1;4@7=1;4@9=1;4@1=1;4@8=1;5@3=2;5@4=2;5@7=1;5@1=1;7@2=3;7@3=1;7@5=1;7@8=1;8@2=3;8@3=1;8@4=1;8@6=1;8@7=3;8@1=2;9@0=3;9@2=1;9@3=1;9@4=1;9@7=2;9@9=1;9@1=1;9@8=1,"0,2,3,4,6,5,7,9,1,8",75,49,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1212,1211,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@3=1;0@4=1;0@7=3;0@9=1;1@3=1;1@4=1;1@7=1;1@0=3;1@1=2;1@6=1;2@4=1;3@4=1;3@9=1;3@1=1;3@2=1;3@5=1;4@4=1;4@9=1;4@0=1;4@6=2;4@8=1;5@4=1;5@0=1;5@6=3;5@2=2;5@5=1;5@8=1;6@2=1;7@7=1;7@1=1;7@6=1;8@4=3;8@0=2;8@1=1;8@2=4;9@4=2;9@7=1;9@9=1;9@6=1;9@2=1;9@8=1,"3,4,7,9,0,1,6,2,5,8",57,41,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1213,1212,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=2;0@3=1;0@4=2;1@5=1;1@8=1;3@8=1;3@0=1;3@2=1;3@7=1;4@1=1;4@2=1;4@9=2;5@1=2;5@2=2;6@1=4;6@3=1;6@5=1;6@2=1;6@9=1;6@6=1;7@1=1;7@4=2;7@5=2;7@2=2;7@7=1;7@9=1;7@6=1;8@1=1;8@4=1;8@2=2;8@9=1;9@1=1;9@4=1;9@0=1;9@7=1,"1,3,4,5,8,0,2,7,9,6",47,35,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1214,1213,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@5=1;0@8=1;0@9=1;1@0=1;1@1=1;1@3=1;1@4=1;1@6=2;2@3=1;2@4=1;3@2=1;3@8=1;3@3=1;3@4=1;4@8=1;4@9=1;4@0=1;4@1=3;4@4=3;4@7=2;5@8=1;5@3=1;6@2=1;6@9=1;6@0=1;6@1=3;6@6=1;7@5=1;7@8=1;7@0=2;7@1=2;7@6=1;8@2=1;8@6=1;8@7=1;9@2=1;9@8=1;9@0=2;9@1=1;9@3=2;9@4=2;9@6=1;9@7=1,"2,5,8,9,0,1,3,4,6,7",57,44,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1215,1214,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=3;0@3=2;0@4=2;0@9=1;1@4=2;1@0=1;1@1=3;1@8=2;2@2=1;2@8=1;3@4=1;3@9=1;3@0=1;3@1=2;3@8=2;3@5=2;3@7=3;4@2=2;4@3=2;4@4=5;4@9=2;4@0=2;4@1=2;4@8=1;4@5=1;4@7=3;5@2=1;5@5=1;6@0=2;6@8=1;6@6=1;7@2=1;7@4=1;7@9=1;7@1=1;7@8=1;8@2=2;8@3=3;8@4=1;8@9=1;8@0=1;8@1=3;8@6=1;9@2=2;9@3=1;9@4=2;9@0=2;9@1=4;9@8=1;9@5=1;9@7=1,"2,3,4,9,0,1,8,5,7,6",87,51,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
